number,semester,name,instructors,schedule,level,id
Philosophy 299HFA,2017 Fall,b'Individual Supervision',b'Mark Richard',,Undergraduate + Graduate,122956
Philosophy 299HFB,2018 Spring,b'Individual Supervision',b'Mark Richard',,Undergraduate + Graduate,160664
Philosophy 300AA,2017 Fall,b'Colloquium',b'Ned Hall & Russell Jones',R 0200 PM - 0359 PM,Graduate,116505
Philosophy 300B,2018 Spring,b'Colloquium',b'Selim Berker',M 0400 PM - 0559 PM,Graduate,118065
Philosophy 303,2018 Spring,b'Colloquium: Dissertation Presentations',b'Jeffrey McDonough',,Graduate,109294
Philosophy 303,2017 Fall,,b'Jeffrey McDonough',,Graduate,
Philosophy 305,2018 Spring,,b'Selim Berker',,Graduate,113934
Philosophy 305,2017 Fall,b'Individual Reading and Research',b'Selim Berker',,Graduate,113934
Philosophy 305 Section: 003,2018 Spring,,b'Matthew Boyle',,Graduate,
Philosophy 305 Section: 003,2017 Fall,b'Individual Reading and Research',b'Matthew Boyle',,Graduate,113934
Philosophy 305,2018 Spring,b'Individual Reading and Research',b'Warren Goldfarb',,Graduate,113934
Philosophy 305 Section: 005,2017 Fall,,b'Warren Goldfarb',,Graduate,
Philosophy 305,2018 Spring,b'Individual Reading and Research',b'Ned Hall',,Graduate,113934
Philosophy 305,2017 Fall,,b'Ned Hall',,Graduate,113934
Philosophy 305 Section: 008,2018 Spring,b'Individual Reading and Research',b'Russell Jones',,Graduate,113934
Philosophy 305,2017 Fall,b'Individual Reading and Research',b'Russell Jones',,Graduate,113934
Philosophy 305 Section: 009,2018 Spring,b'Individual Reading and Research',b'Frances Kamm',,Graduate,113934
Philosophy 305 Section: 009,2017 Fall,b'Individual Reading and Research',b'Frances Kamm',,Graduate,113934
Philosophy 305 Section: 010,2018 Spring,b'Individual Reading and Research',b'Sean Kelly',,Graduate,113934
Philosophy 305 Section: 010,2017 Fall,b'Individual Reading and Research',b'Sean Kelly',,Graduate,113934
Philosophy 305 Section: 011,2018 Spring,b'Individual Reading and Research',b'Peter Koellner',,Graduate,113934
Philosophy 305,2017 Fall,b'Individual Reading and Research',b'Peter Koellner',,Graduate,113934
Philosophy 305 Section: 012,2018 Spring,b'Individual Reading and Research',b'Christine Korsgaard',,Graduate,113934
Philosophy 305 Section: 012,2017 Fall,,b'Christine Korsgaard',,Graduate,113934
Philosophy 305 Section: 013,2018 Spring,b'Individual Reading and Research',b'Jeffrey McDonough',,Graduate,113934
Philosophy 305 Section: 013,2017 Fall,b'Individual Reading and Research',b'Jeffrey McDonough',,Graduate,113934
Philosophy 305 Section: 014,2018 Spring,,b'Richard Moran',,Graduate,113934
Philosophy 305 Section: 014,2017 Fall,b'Individual Reading and Research',b'Richard Moran',,Graduate,113934
Philosophy 305 Section: 015,2018 Spring,b'Individual Reading and Research',b'Bernhard Nickel',,Graduate,113934
Philosophy 305 Section: 015,2017 Fall,b'Individual Reading and Research',b'Bernhard Nickel',,Graduate,113934
Philosophy 305 Section: 017,2018 Spring,b'Individual Reading and Research',b'Mark Richard',,Graduate,113934
Philosophy 305,2017 Fall,b'Individual Reading and Research',b'Mark Richard',,Graduate,113934
Philosophy 305 Section: 018,2018 Spring,b'Individual Reading and Research',b'Susanna Rinard',,Graduate,113934
Philosophy 305 Section: 018,2017 Fall,,b'Susanna Rinard',,Graduate,113934
Philosophy 305 Section: 019,2018 Spring,b'Individual Reading and Research',b'Thomas M. Scanlon',,Graduate,113934
Philosophy 305 Section: 019,2017 Fall,b'Individual Reading and Research',b'Thomas M. Scanlon',,Graduate,113934
Philosophy 305 Section: 020,2018 Spring,,b'Amartya Sen',,Graduate,113934
Philosophy 305 Section: 020,2017 Fall,b'Individual Reading and Research',b'Amartya Sen',,Graduate,113934
Philosophy 305 Section: 021,2018 Spring,b'Individual Reading and Research',b'Tommie Shelby',,Graduate,113934
Philosophy 305 Section: 021,2017 Fall,b'Individual Reading and Research',b'Tommie Shelby',,Graduate,113934
Philosophy 305 Section: 022,2018 Spring,b'Individual Reading and Research',b'Susanna C. Siegel',,Graduate,113934
Philosophy 305,2017 Fall,b'Individual Reading and Research',b'Susanna C. Siegel',,Graduate,113934
Philosophy 305 Section: 023,2018 Spring,b'Individual Reading and Research',b'Alison Simmons',,Graduate,113934
Philosophy 305 Section: 023,2017 Fall,,b'Alison Simmons',,Graduate,113934
Philosophy 305 Section: 024,2018 Spring,b'Individual Reading and Research',b'W. Hugh Woodin',,Graduate,113934
Philosophy 305 Section: 024,2017 Fall,b'Individual Reading and Research',b'W. Hugh Woodin',,Graduate,113934
Philosophy 305 Section: 026,2018 Spring,,b'Jacob Rosen',,Graduate,113934
Philosophy 305 Section: 026,2017 Fall,b'Individual Reading and Research',b'Jacob Rosen',,Graduate,113934
Philosophy 311,2018 Spring,b'Workshop in Moral and Political Philosophy',b'Jeffrey Behrends & Lucas Stanczyk',M 0400 PM - 0559 PM,Graduate,115778
Philosophy 311,2017 Fall,b'Workshop in Moral and Political Philosophy',b'Regina Schouten & Selim Berker',M 0400 PM - 0559 PM,Graduate,115778
Philosophy 312,2018 Spring,b'Workshop in Metaphysics and Epistemology',b'Susanna C. Siegel & Mark Richard',W 0400 PM - 0559 PM,Graduate,118757
Philosophy 312,2017 Fall,b'Workshop in Metaphysics and Epistemology',b'Alison Simmons',R 0200 PM - 0359 PM,Graduate,118757
Philosophy 315HFA,2017 Fall,b'Instructional Styles in Philosophy',b'Bernhard Nickel',,Graduate,125184
Philosophy 315HFB,2018 Spring,b'Instructional Styles in Philosophy',b'Bernhard Nickel',,Graduate,160665
Philosophy 320D,2017 Fall,b'Philosophy in Translation: German',b'Jacob Rosen',,Graduate,156129
Philosophy 320G,2017 Fall,b'Philosophy in Translation: Greek',b'James Doyle',,Graduate,156130
Philosophy 320L,2017 Fall,b'Philosophy in Translation: Latin',b'Jeffrey McDonough',,Graduate,160205
Philosophy 321D,2018 Spring,b'Philosophy in Translation: German',b'Jacob Rosen',,Graduate,159748
Philosophy 321F,2018 Spring,b'Philosophy in Translation: French',b'Richard Moran',,Graduate,159752
Philosophy 321G,2018 Spring,b'Philosophy in Translation: Greek',b'Russell Jones',,Graduate,159750
Philosophy 321L,2018 Spring,b'Philosophy in Translation: Latin',b'Jeffrey McDonough',,Graduate,160672
Philosophy 333,2018 Spring,b'Preparation for the Topical Examination',b'Selim Berker',,Graduate,111147
Philosophy 333,2017 Fall,b'Preparation for the Topical Examination',b'Selim Berker',,Graduate,111147
Philosophy 333,2018 Spring,b'Preparation for the Topical Examination',b'Matthew Boyle',,Graduate,111147
Philosophy 333 Section: 002,2017 Fall,b'Preparation for the Topical Examination',b'Matthew Boyle',,Graduate,111147
Philosophy 333 Section: 003,2018 Spring,b'Preparation for the Topical Examination',b'Warren Goldfarb',,Graduate,111147
Philosophy 333 Section: 003,2017 Fall,b'Preparation for the Topical Examination',b'Warren Goldfarb',,Graduate,111147
Philosophy 333 Section: 004,2018 Spring,b'Preparation for the Topical Examination',b'Ned Hall',,Graduate,111147
Philosophy 333 Section: 004,2017 Fall,b'Preparation for the Topical Examination',b'Ned Hall',,Graduate,111147
Philosophy 333 Section: 005,2018 Spring,b'Preparation for the Topical Examination',b'Russell Jones',,Graduate,111147
Philosophy 333 Section: 005,2017 Fall,b'Preparation for the Topical Examination',b'Russell Jones',,Graduate,111147
Philosophy 333 Section: 006,2018 Spring,b'Preparation for the Topical Examination',b'Frances Kamm',,Graduate,111147
Philosophy 333 Section: 006,2017 Fall,b'Preparation for the Topical Examination',b'Frances Kamm',,Graduate,111147
Philosophy 333 Section: 007,2018 Spring,b'Preparation for the Topical Examination',b'Sean Kelly',,Graduate,111147
Philosophy 333 Section: 007,2017 Fall,b'Preparation for the Topical Examination',b'Sean Kelly',,Graduate,111147
Philosophy 333 Section: 008,2018 Spring,b'Preparation for the Topical Examination',b'Peter Koellner',,Graduate,111147
Philosophy 333 Section: 008,2017 Fall,b'Preparation for the Topical Examination',b'Peter Koellner',,Graduate,111147
Philosophy 333 Section: 009,2018 Spring,b'Preparation for the Topical Examination',b'Christine Korsgaard',,Graduate,111147
Philosophy 333 Section: 009,2017 Fall,b'Preparation for the Topical Examination',b'Christine Korsgaard',,Graduate,111147
Philosophy 333 Section: 010,2018 Spring,b'Preparation for the Topical Examination',b'Jeffrey McDonough',,Graduate,111147
Philosophy 333 Section: 010,2017 Fall,b'Preparation for the Topical Examination',b'Jeffrey McDonough',,Graduate,111147
Philosophy 333 Section: 011,2018 Spring,b'Preparation for the Topical Examination',b'Richard Moran',,Graduate,111147
Philosophy 333 Section: 011,2017 Fall,b'Preparation for the Topical Examination',b'Richard Moran',,Graduate,111147
Philosophy 333 Section: 012,2018 Spring,b'Preparation for the Topical Examination',b'Bernhard Nickel',,Graduate,111147
Philosophy 333 Section: 012,2017 Fall,b'Preparation for the Topical Examination',b'Bernhard Nickel',,Graduate,111147
Philosophy 333 Section: 013,2018 Spring,b'Preparation for the Topical Examination',b'Mark Richard',,Graduate,111147
Philosophy 333 Section: 013,2017 Fall,b'Preparation for the Topical Examination',b'Mark Richard',,Graduate,111147
Philosophy 333 Section: 014,2018 Spring,b'Preparation for the Topical Examination',b'Susanna Rinard',,Graduate,111147
Philosophy 333 Section: 014,2017 Fall,b'Preparation for the Topical Examination',b'Susanna Rinard',,Graduate,111147
Philosophy 333 Section: 015,2018 Spring,b'Preparation for the Topical Examination',b'Jacob Rosen',,Graduate,111147
Philosophy 333 Section: 015,2017 Fall,b'Preparation for the Topical Examination',b'Jacob Rosen',,Graduate,111147
Philosophy 333 Section: 016,2018 Spring,b'Preparation for the Topical Examination',b'Thomas M. Scanlon',,Graduate,111147
Philosophy 333 Section: 016,2017 Fall,b'Preparation for the Topical Examination',b'Thomas M. Scanlon',,Graduate,111147
Philosophy 333 Section: 017,2018 Spring,b'Preparation for the Topical Examination',b'Amartya Sen',,Graduate,111147
Philosophy 333 Section: 017,2017 Fall,b'Preparation for the Topical Examination',b'Amartya Sen',,Graduate,111147
Philosophy 333 Section: 018,2018 Spring,b'Preparation for the Topical Examination',b'Tommie Shelby',,Graduate,111147
Philosophy 333 Section: 018,2017 Fall,b'Preparation for the Topical Examination',b'Tommie Shelby',,Graduate,111147
Philosophy 333 Section: 019,2018 Spring,b'Preparation for the Topical Examination',b'Susanna C. Siegel',,Graduate,111147
Philosophy 333 Section: 019,2017 Fall,b'Preparation for the Topical Examination',b'Susanna C. Siegel',,Graduate,111147
Philosophy 333 Section: 020,2018 Spring,b'Preparation for the Topical Examination',b'Alison Simmons',,Graduate,111147
Philosophy 333 Section: 020,2017 Fall,b'Preparation for the Topical Examination',b'Alison Simmons',,Graduate,111147
Philosophy 333 Section: 021,2018 Spring,b'Preparation for the Topical Examination',b'W. Hugh Woodin',,Graduate,111147
Philosophy 333 Section: 021,2017 Fall,b'Preparation for the Topical Examination',b'W. Hugh Woodin',,Graduate,111147
Philosophy 399,2018 Spring,b'Direction of Doctoral Dissertations',b'Selim Berker',,Graduate,112838
Philosophy 399,2017 Fall,b'Direction of Doctoral Dissertations',b'Selim Berker',,Graduate,112838
Philosophy 399 Section: 002,2018 Spring,b'Direction of Doctoral Dissertations',b'Matthew Boyle',,Graduate,112838
Philosophy 399 Section: 002,2017 Fall,b'Direction of Doctoral Dissertations',b'Matthew Boyle',,Graduate,112838
Philosophy 399,2018 Spring,b'Direction of Doctoral Dissertations',b'Warren Goldfarb',,Graduate,112838
Philosophy 399 Section: 003,2017 Fall,b'Direction of Doctoral Dissertations',b'Warren Goldfarb',,Graduate,112838
Philosophy 399 Section: 004,2018 Spring,,b'Ned Hall',,Graduate,112838
Philosophy 399 Section: 004,2017 Fall,b'Direction of Doctoral Dissertations',b'Ned Hall',,Graduate,112838
Philosophy 399 Section: 005,2018 Spring,b'Direction of Doctoral Dissertations',b'Russell Jones',,Graduate,112838
Philosophy 399 Section: 005,2017 Fall,,b'Russell Jones',,Graduate,112838
Philosophy 399 Section: 006,2018 Spring,b'Direction of Doctoral Dissertations',b'Frances Kamm',,Graduate,112838
Philosophy 399 Section: 006,2017 Fall,b'Direction of Doctoral Dissertations',b'Frances Kamm',,Graduate,112838
Philosophy 399 Section: 007,2018 Spring,b'Direction of Doctoral Dissertations',b'Sean Kelly',,Graduate,112838
Philosophy 399 Section: 007,2017 Fall,b'Direction of Doctoral Dissertations',b'Sean Kelly',,Graduate,112838
Philosophy 399,2018 Spring,b'Direction of Doctoral Dissertations',b'Peter Koellner',,Graduate,112838
Philosophy 399 Section: 008,2017 Fall,b'Direction of Doctoral Dissertations',b'Peter Koellner',,Graduate,112838
Philosophy 399 Section: 009,2018 Spring,,b'Christine Korsgaard',,Graduate,112838
Philosophy 399 Section: 009,2017 Fall,b'Direction of Doctoral Dissertations',b'Christine Korsgaard',,Graduate,112838
Philosophy 399 Section: 010,2018 Spring,b'Direction of Doctoral Dissertations',b'Jeffrey McDonough',,Graduate,112838
Philosophy 399 Section: 010,2017 Fall,,b'Jeffrey McDonough',,Graduate,112838
Philosophy 399 Section: 011,2018 Spring,b'Direction of Doctoral Dissertations',b'Richard Moran',,Graduate,112838
Philosophy 399 Section: 011,2017 Fall,b'Direction of Doctoral Dissertations',b'Richard Moran',,Graduate,112838
Philosophy 399 Section: 012,2018 Spring,b'Direction of Doctoral Dissertations',b'Bernhard Nickel',,Graduate,112838
Philosophy 399 Section: 012,2017 Fall,b'Direction of Doctoral Dissertations',b'Bernhard Nickel',,Graduate,112838
Philosophy 399,2018 Spring,b'Direction of Doctoral Dissertations',b'Mark Richard',,Graduate,112838
Philosophy 399 Section: 013,2017 Fall,b'Direction of Doctoral Dissertations',b'Mark Richard',,Graduate,112838
Philosophy 399 Section: 014,2018 Spring,,b'Susanna Rinard',,Graduate,112838
Philosophy 399 Section: 014,2017 Fall,b'Direction of Doctoral Dissertations',b'Susanna Rinard',,Graduate,112838
Philosophy 399 Section: 015,2018 Spring,b'Direction of Doctoral Dissertations',b'Jacob Rosen',,Graduate,112838
Philosophy 399 Section: 015,2017 Fall,,b'Jacob Rosen',,Graduate,112838
Philosophy 399 Section: 016,2018 Spring,b'Direction of Doctoral Dissertations',b'Thomas M. Scanlon',,Graduate,112838
Philosophy 399 Section: 016,2017 Fall,b'Direction of Doctoral Dissertations',b'Thomas M. Scanlon',,Graduate,112838
Philosophy 399 Section: 017,2018 Spring,b'Direction of Doctoral Dissertations',b'Amartya Sen',,Graduate,112838
Philosophy 399 Section: 017,2017 Fall,b'Direction of Doctoral Dissertations',b'Amartya Sen',,Graduate,112838
Philosophy 399,2018 Spring,b'Direction of Doctoral Dissertations',b'Tommie Shelby',,Graduate,112838
Philosophy 399 Section: 018,2017 Fall,b'Direction of Doctoral Dissertations',b'Tommie Shelby',,Graduate,112838
Philosophy 399 Section: 019,2018 Spring,,b'Susanna C. Siegel',,Graduate,112838
Philosophy 399 Section: 019,2017 Fall,b'Direction of Doctoral Dissertations',b'Susanna C. Siegel',,Graduate,112838
Philosophy 399 Section: 020,2018 Spring,b'Direction of Doctoral Dissertations',b'Alison Simmons',,Graduate,112838
Philosophy 399 Section: 020,2017 Fall,,b'Alison Simmons',,Graduate,112838
Philosophy 399 Section: 021,2018 Spring,b'Direction of Doctoral Dissertations',b'W. Hugh Woodin',,Graduate,112838
Philosophy 399 Section: 021,2017 Fall,b'Direction of Doctoral Dissertations',b'W. Hugh Woodin',,Graduate,112838
Physics 15A,2018 Spring,b'Introductory Mechanics and Relativity',b'Girma Hailu & Robert Westervelt & Keith Zengel & Carey Witkov',TR 1130 AM - 1259 PM,Undergraduate,111164
Physics 15A,2017 Fall,b'Introductory Mechanics and Relativity',b'David J. Morin & Amir Yacoby & Carey Witkov & Keith Zengel',TR 1130 AM - 1259 PM,Undergraduate,111164
Physics 15B,2018 Spring,,b'Philip Kim & Amir Yacoby & Carey Witkov & Keith Zengel',TR 1130 AM - 1259 PM,Undergraduate,
Physics 15B,2017 Fall,b'Introductory Electromagnetism and Statistical Physics',b'Girma Hailu & Carey Witkov & Keith Zengel',TR 1130 AM - 1259 PM,Undergraduate,111896
Physics 15C,2018 Spring,b'Wave Phenomena',b'Cora Dvorkin & Mara Prentiss',TR 0100 PM - 0229 PM,Undergraduate,124154
Physics 15C,2017 Fall,b'Wave Phenomena',b'Daniel Jafferis & Markus Greiner',TR 0100 PM - 0229 PM,Undergraduate,124154
Physics 16,2017 Fall,,b'Howard Georgi & Carey Witkov & Keith Zengel',TR 1130 AM - 1259 PM,Undergraduate,
Physics 90R,2018 Spring,b'Supervised Research',b'David J. Morin',,Undergraduate,111672
Physics 90R,2017 Fall,,b'David J. Morin',,Undergraduate,111672
Physics 91R,2018 Spring,b'Supervised Reading Course for Undergraduates',b'David J. Morin',,Undergraduate,110569
Physics 91R,2017 Fall,b'Supervised Reading Course for Undergraduates',b'David J. Morin',,Undergraduate,110569
Physics 95,2017 Fall,b'Topics in Current Research',b'Christopher Stubbs',W 0700 PM - 0859 PM,Undergraduate,111967
Physics 123,2018 Spring,b'Laboratory Electronics',b'Thomas Hayes & Masahiro Morii',TR 0130 PM - 0529 PM,Undergraduate,124108
Physics 123,2017 Fall,b'Laboratory Electronics',b'Thomas Hayes',TR 0130 PM - 0529 PM,Undergraduate,124108
Physics 123 Section: 002,2018 Spring,b'Laboratory Electronics',b'Thomas Hayes & Masahiro Morii',WF 0130 PM - 0529 PM,Undergraduate,124108
Physics 125,2018 Spring,b'Physics for Future Presidential Advisors',b'David J. Morin',TR 0100 PM - 0229 PM,Undergraduate,120167
Physics 129,2018 Spring,b'Energy Science',b'Lene Hau',TR 1130 AM - 1259 PM,Undergraduate,125656
Physics 140,2018 Spring,b'Introduction to the Physics of Living Systems',b'Aravinthan Samuel',TR 0230 PM - 0359 PM,Undergraduate,127814
Physics 141,2017 Fall,b'The Physics of Sensory Systems in Biology',b'Aravinthan Samuel',TR 0230 PM - 0359 PM,Undergraduate,121885
Physics 143A,2018 Spring,b'Quantum Mechanics I',b'Matthew Reece',TR 1000 AM - 1129 AM,Undergraduate,108465
Physics 143A,2017 Fall,b'Quantum Mechanics I',b'John Doyle',TR 1000 AM - 1129 AM,Undergraduate,108465
Physics 143B,2017 Fall,b'Quantum Mechanics II',b'Girma Hailu',WF 0930 AM - 1059 AM,Undergraduate,111731
Physics 145,2018 Spring,b'Elementary Particle Physics',b'Roxanne Guenette',,Undergraduate,117719
Physics 151,2017 Fall,b'Mechanics',b'Arthur Jaffe',TR 1000 AM - 1129 AM,Undergraduate,111231
Physics 153,2018 Spring,b'Electrodynamics',b'Mikhail Lukin',TR 1000 AM - 1129 AM,Undergraduate,111822
Physics 175,2018 Spring,b'Laser Physics and Modern Optical Physics',b'Markus Greiner',WF 1200 PM - 0129 PM,Undergraduate,121941
Physics 181,2018 Spring,b'Statistical Mechanics and Thermodynamics',b'Matthew D. Schwartz',MWF 1100 AM - 1159 AM,Undergraduate,143450
Physics 191 Section: 001L,2018 Spring,b'Advanced Laboratory',b'Isaac F. Silvera & Ronald Walsworth',TR 0100 PM - 0459 PM,Undergraduate,121993
Physics 191 Section: 002,2017 Fall,b'Advanced Laboratory',b'Jenny Hoffman',TR 0100 PM - 0459 PM,Undergraduate,121993
Physics 195,2017 Fall,b'Introduction to Solid State Physics',b'Donhee Ham',WF 0100 PM - 0229 PM,Undergraduate,112107
Physics 201,2018 Spring,b'Data Analysis for Physicists',b'Vinothan Manoharan',TR 1000 AM - 1129 AM,Undergraduate + Graduate,161201
Physics 210,2017 Fall,b'General Theory of Relativity',b'Jacob Barandes',WF 0300 PM - 0429 PM,Undergraduate + Graduate,114266
Physics 212,2017 Fall,b'Cosmology',b'Cora Dvorkin',TR 1000 AM - 1129 AM,Undergraduate + Graduate,203431
Physics 216,2018 Spring,b'Mathematics of Modern Physics',b'Arthur Jaffe',TR 1000 AM - 1129 AM,Undergraduate + Graduate,127815
Physics 223,2018 Spring,b'Electronics for Scientists',b'Thomas Hayes & Masahiro Morii',TR 0130 PM - 0529 PM,Undergraduate + Graduate,109346
Physics 223,2017 Fall,b'Electronics for Scientists',b'Thomas Hayes',TR 0130 PM - 0529 PM,Undergraduate + Graduate,109346
Physics 223 Section: 002,2018 Spring,b'Electronics for Scientists',b'Thomas Hayes & Masahiro Morii',WF 0130 PM - 0529 PM,Undergraduate + Graduate,109346
Physics 232,2018 Spring,,b'David Nelson',WF 0130 PM - 0259 PM,Undergraduate + Graduate,
Physics 247,2018 Spring,b'Laboratory Course in Contemporary Physics',b'Isaac F. Silvera & Ronald Walsworth',TR 0100 PM - 0459 PM,Undergraduate + Graduate,145024
Physics 247,2017 Fall,b'Laboratory Course in Contemporary Physics',b'Jenny Hoffman',TR 0100 PM - 0459 PM,Undergraduate + Graduate,145024
Physics 251A,2017 Fall,b'Advanced Quantum Mechanics I',b'C. Vafa',WF 0130 PM - 0259 PM,Undergraduate + Graduate,111314
Physics 251B,2018 Spring,b'Advanced Quantum Mechanics II',b'Girma Hailu',WF 1000 AM - 1129 AM,Undergraduate + Graduate,111876
Physics 253A,2017 Fall,b'Quantum Field Theory I',b'Matthew Reece',TR 1130 AM - 1259 PM,Undergraduate + Graduate,122930
Physics 253B,2018 Spring,b'Quantum Field Theory II',b'Daniel Jafferis',TR 0100 PM - 0229 PM,Undergraduate + Graduate,115442
Physics 262,2017 Fall,b'Statistical Physics',b'David Nelson',TR 0130 PM - 0259 PM,Undergraduate + Graduate,110526
Physics 264,2018 Spring,"b'Lie Algebras, Representations and Quantum Mechanics'",b'Howard Georgi',TR 1130 AM - 1259 PM,Undergraduate + Graduate,203512
Physics 267,2017 Fall,b'Higher Representations in Physics and Mathematics',b'Adrian Ocneanu',MWF 1100 AM - 1159 AM,Undergraduate + Graduate,204938
Physics 268AR,2018 Spring,b'Special Topics in Condensed Matter Physics: Topological States of Matter',b'Bertrand Halperin',TR 0300 PM - 0429 PM,Undergraduate + Graduate,122818
Physics 268BR,2018 Spring,b'Special Topics in Condensed Matter Physics: Quantum Phases of Matter',b'Subir Sachdev',WF 0300 PM - 0429 PM,Undergraduate + Graduate,160744
Physics 284,2018 Spring,,b'Eugene Demler',,Undergraduate + Graduate,
Physics 285B,2017 Fall,b'Modern Atomic and Optical Physics II',b'Mikhail Lukin',MW 1130 AM - 1259 PM,Undergraduate + Graduate,118509
Physics 287A,2017 Fall,,b'Xi Yin',WF 0300 PM - 0429 PM,Undergraduate + Graduate,
Physics 287BR,2018 Spring,b'Topics in String Theory',b'Xi Yin',WF 0130 PM - 0259 PM,Undergraduate + Graduate,114008
Physics 295A,2018 Spring,b'Introduction to Quantum Theory of Solids',b'Efthimios Kaxiras',TR 1000 AM - 1129 AM,Undergraduate + Graduate,127980
Physics 295B,2017 Fall,b'Quantum Theory of Solids',b'Eugene Demler',MW 1000 AM - 1129 AM,Undergraduate + Graduate,127979
Physics 301A,2018 Spring,b'Experimental Atomic and Elementary Particle Physics',b'Gerald Gabrielse',,Graduate,110965
Physics 301A,2017 Fall,b'Experimental Atomic and Elementary Particle Physics',b'Gerald Gabrielse',,Graduate,110965
Physics 301B,2018 Spring,b'Experimental Atomic and Elementary Particle Physics',b'Gerald Gabrielse',,Graduate,110966
Physics 301B,2017 Fall,,b'Gerald Gabrielse',,Graduate,110966
Physics 302A Section: 001S,2018 Spring,b'Teaching and Communicating Physics',b'Jacob Barandes',W 0400 PM - 0559 PM,Graduate,107899
Physics 302A Section: 002S,2018 Spring,,b'Jacob Barandes',R 0400 PM - 0559 PM,Graduate,
Physics 302B,2018 Spring,b'Instructional Training for New Teaching Fellows',b'Jacob Barandes',,Graduate,205610
Physics 302B,2017 Fall,b'Instructional Training for New Teaching Fellows',b'Jacob Barandes',,Graduate,205610
Physics 303A,2018 Spring,b'Sensory and Behavioral Neuroscience',b'Aravinthan Samuel',,Graduate,118884
Physics 303A,2017 Fall,b'Sensory and Behavioral Neuroscience',b'Aravinthan Samuel',,Graduate,118884
Physics 303B,2018 Spring,b'Sensory and Behavioral Neuroscience',b'Aravinthan Samuel',,Graduate,118886
Physics 303B,2017 Fall,b'Sensory and Behavioral Neuroscience',b'Aravinthan Samuel',,Graduate,118886
Physics 304A,2018 Spring,,b'Daniel Jafferis',,Graduate,110256
Physics 304A,2017 Fall,b'Topics in Field Theory and String Theory',b'Daniel Jafferis',,Graduate,110256
Physics 304B,2018 Spring,b'Topics in Field Theory and String Theory',b'Daniel Jafferis',,Graduate,110257
Physics 304B,2017 Fall,b'Topics in Field Theory and String Theory',b'Daniel Jafferis',,Graduate,110257
Physics 305A,2018 Spring,b'Experimental High Energy Physics',b'John Huth',,Graduate,122762
Physics 305A,2017 Fall,b'Experimental High Energy Physics',b'John Huth',,Graduate,122762
Physics 305B,2018 Spring,b'Experimental High Energy Physics',b'John Huth',,Graduate,123959
Physics 305B,2017 Fall,b'Experimental High Energy Physics',b'John Huth',,Graduate,123959
Physics 307A,2018 Spring,"b'Atomic/Bio-physics, Quantum Optics'",b'Lene Hau',,Graduate,114638
Physics 307A,2017 Fall,"b'Atomic/Bio-physics, Quantum Optics'",b'Lene Hau',,Graduate,114638
Physics 307B,2018 Spring,,b'Lene Hau',,Graduate,114639
Physics 307B,2017 Fall,"b'Atomic/Bio-physics, Quantum Optics'",b'Lene Hau',,Graduate,114639
Physics 309A,2018 Spring,b'Introduction to String Theory',b'C. Vafa',,Graduate,114009
Physics 309A,2017 Fall,,b'C. Vafa',,Graduate,114009
Physics 309B,2018 Spring,b'Topics in Elementary Particle Theory',b'C. Vafa',,Graduate,114014
Physics 309B,2017 Fall,b'Topics in Elementary Particle Theory',b'C. Vafa',,Graduate,114014
Physics 311A,2018 Spring,"b'Experimental Atomic, Molecular, and Low-Energy Particle Physics'",b'John Doyle',,Graduate,148189
Physics 311A,2017 Fall,"b'Experimental Atomic, Molecular, and Low-Energy Particle Physics'",b'John Doyle',,Graduate,148189
Physics 311B,2018 Spring,"b'Experimental Atomic, Molecular, and Low-Energy Particle Physics'",b'John Doyle',,Graduate,143819
Physics 311B,2017 Fall,"b'Experimental Atomic, Molecular, and Low-Energy Particle Physics'",b'John Doyle',,Graduate,143819
Physics 313A,2018 Spring,,b'Amir Yacoby',,Graduate,122839
Physics 313A,2017 Fall,b'Experimental Condensed Matter Physics',b'Amir Yacoby',,Graduate,122839
Physics 313B,2018 Spring,b'Experimental Condensed Matter Physics',b'Amir Yacoby',,Graduate,122840
Physics 313B,2017 Fall,,b'Amir Yacoby',,Graduate,122840
Physics 315A,2018 Spring,"b'Topics in Theoretical Atomic, Molecular, and Condensed Matter Physics'",b'Eric Heller',,Graduate,121332
Physics 315A,2017 Fall,"b'Topics in Theoretical Atomic, Molecular, and Condensed Matter Physics'",b'Eric Heller',,Graduate,121332
Physics 315B,2018 Spring,"b'Topics in Theoretical Atomic, Molecular, and Condensed Matter Physics'",b'Eric Heller',,Graduate,145282
Physics 315B,2017 Fall,"b'Topics in Theoretical Atomic, Molecular, and Condensed Matter Physics'",b'Eric Heller',,Graduate,145282
Physics 317A,2018 Spring,b'Topics in Biophysics',b'Xiaowei Zhuang',,Graduate,119763
Physics 317A,2017 Fall,b'Topics in Biophysics',b'Xiaowei Zhuang',,Graduate,119763
Physics 317B,2018 Spring,,b'Xiaowei Zhuang',,Graduate,119764
Physics 317B,2017 Fall,b'Topics in Biophysics',b'Xiaowei Zhuang',,Graduate,119764
Physics 319A,2018 Spring,b'Topics in Experimental High Energy Physics',b'Melissa Franklin',,Graduate,113986
Physics 319A,2017 Fall,,b'Melissa Franklin',,Graduate,113986
Physics 319B,2018 Spring,b'Topics in Experimental High Energy Physics',b'Melissa Franklin',,Graduate,113987
Physics 319B,2017 Fall,b'Topics in Experimental High Energy Physics',b'Melissa Franklin',,Graduate,113987
